Вид,Промокод,Операция,Тип,Категория,Дата и время заказа,Месяц,Закупочная стоимость,Скидка в ден. ед.,Скидка в процентах,Сумма,Итоговая сумма
Услуга,,Доход,Безнал,Обычная стрижка,21.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Обычная стрижка,21.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,21.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,21.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Обычная стрижка,21.06.2021,6,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка полотенец,21.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка старшего мастера,21.06.2021,6,0,0,,5500,5500
Услуга,42gbcz108947,Доход,Безнал,Стрижка и укладка,21.06.2021,6,0,2250,"0,5",4500,2250
Услуга,,Доход,Безнал,Стрижка и укладка,21.06.2021,6,0,0,,4500,4500
Услуга,42gbcz676166,Доход,Безнал,Стрижка и укладка,21.06.2021,6,0,675,"0,15",4500,3825
Услуга,,Доход,Безнал,Стрижка и укладка,21.06.2021,6,0,0,,4500,4500
Товар,,Расход,Безнал,Закупка полотенец,21.06.2021,6,500,0,,1000,1000
Услуга,42gbcz1735887,Доход,Безнал,Стрижка и укладка,21.06.2021,6,0,675,"0,15",4500,3825
Товар,,Доход,Безнал,Продажа шампуня,21.06.2021,6,250,0,,500,500
Услуга,,Доход,Наличные,Стрижка и укладка,21.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,21.06.2021,6,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,21.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Обычная стрижка,21.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,21.06.2021,6,0,0,,4500,4500
Товар,,Расход,Безнал,Прочие расходы,21.06.2021,6,150,,,300,300
Услуга,,Доход,Безнал,Стрижка старшего мастера,21.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,21.06.2021,6,0,0,,4500,4500
Товар,,Расход,Безнал,Закупка полотенец,21.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка старшего мастера,21.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Наличные,Стрижка и укладка,21.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,22.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,22.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка старшего мастера,22.06.2021,6,0,0,,5500,5500
Услуга,42gbcz2461835,Доход,Наличные,Обычная стрижка,22.06.2021,6,0,525,"0,15",3500,2975
Услуга,,Доход,Безнал,Стрижка старшего мастера,22.06.2021,6,0,0,,5500,5500
Товар,,Доход,Наличные,Продажа шампуня и кондиционера,22.06.2021,6,500,0,,1000,1000
Товар,,Расход,Безнал,Закупка резинок,22.06.2021,6,250,0,,500,500
Товар,,Расход,Безнал,Прочие расходы,22.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка старшего мастера,22.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,22.06.2021,6,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,22.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка старшего мастера,22.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,22.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,22.06.2021,6,0,0,,5500,5500
Товар,42gbcz1256997,Доход,Безнал,Продажа геля,22.06.2021,6,150,45,"0,15",300,255
Услуга,42gbcz1476043,Доход,Безнал,Обычная стрижка,22.06.2021,6,0,525,"0,15",3500,2975
Услуга,42gbcz3134310,Доход,Безнал,Стрижка и укладка,22.06.2021,6,0,2250,"0,5",4500,2250
Услуга,,Доход,Безнал,Обычная стрижка,22.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка старшего мастера,22.06.2021,6,0,0,,5500,5500
Товар,,Расход,Безнал,Прочие расходы,22.06.2021,6,150,0,,300,300
Услуга,42gbcz1500454,Доход,Наличные,Стрижка старшего мастера,22.06.2021,6,0,825,"0,15",5500,4675
Услуга,,Доход,Наличные,Обычная стрижка,22.06.2021,6,0,0,,3500,3500
Товар,42gbcz1953119,Доход,Наличные,Продажа шампуня и кондиционера,22.06.2021,6,500,150,"0,15",1000,850
Услуга,,Доход,Безнал,Стрижка старшего мастера,22.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,22.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка и укладка,22.06.2021,6,0,0,,4500,4500
Товар,,Расход,Безнал,Закупка резинок,22.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,22.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,22.06.2021,6,0,0,,4500,4500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,22.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка и укладка,23.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,23.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,23.06.2021,6,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка полотенец,23.06.2021,6,500,,,1000,1000
Услуга,,Доход,Безнал,Обычная стрижка,23.06.2021,6,0,0,,3500,3500
Услуга,42gbcz3835356,Доход,Безнал,Стрижка и укладка,23.06.2021,6,0,2250,"0,5",4500,2250
Товар,,Расход,Безнал,Прочие расходы,23.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Обычная стрижка,23.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Наличные,Обычная стрижка,23.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,23.06.2021,6,0,0,,4500,4500
Товар,,Расход,Безнал,Закупка полотенец,23.06.2021,6,500,,,1000,1000
Услуга,,Доход,Безнал,Обычная стрижка,23.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Обычная стрижка,23.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка старшего мастера,23.06.2021,6,0,0,,5500,5500
Услуга,42gbcz3433865,Доход,Наличные,Стрижка старшего мастера,23.06.2021,6,0,825,"0,15",5500,4675
Товар,42gbcz3625214,Доход,Безнал,Продажа геля,23.06.2021,6,150,45,"0,15",300,255
Услуга,,Доход,Безнал,Обычная стрижка,23.06.2021,6,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,23.06.2021,6,500,0,,1000,1000
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,23.06.2021,6,500,0,,1000,1000
Услуга,,Расход,Безнал,Аренда,23.06.2021,6,0,0,,70000,70000
Услуга,,Расход,Безнал,Коммунальные услуги,23.06.2021,6,0,0,,7000,7000
Услуга,,Доход,Безнал,Стрижка старшего мастера,23.06.2021,6,0,0,,5500,5500
Услуга,42gbcz2949901,Доход,Безнал,Стрижка и укладка,23.06.2021,6,0,675,"0,15",4500,3825
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,23.06.2021,6,500,0,,1000,1000
Товар,,Расход,Безнал,Закупка полотенец,23.06.2021,6,500,0,,1000,1000
Товар,,Расход,Наличные,Прочие расходы,23.06.2021,6,150,,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,23.06.2021,6,0,0,,4500,4500
Товар,,Расход,Наличные,Закупка полотенец,23.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка старшего мастера,23.06.2021,6,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,23.06.2021,6,500,0,,1000,1000
Товар,,Доход,Наличные,Продажа геля,23.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,23.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,24.06.2021,6,0,0,,5500,5500
Услуга,42gbcz2040603,Доход,Безнал,Стрижка старшего мастера,24.06.2021,6,0,825,"0,15",5500,4675
Услуга,,Доход,Безнал,Обычная стрижка,24.06.2021,6,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка резинок,24.06.2021,6,250,,,500,500
Товар,,Доход,Безнал,Продажа геля,24.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Обычная стрижка,24.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,24.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,24.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,24.06.2021,6,0,0,,4500,4500
Товар,,Доход,Безнал,Продажа шампуня,24.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка старшего мастера,24.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,24.06.2021,6,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня,24.06.2021,6,250,0,,500,500
Товар,,Доход,Безнал,Продажа геля,24.06.2021,6,150,0,,300,300
Товар,,Расход,Наличные,Прочие расходы,24.06.2021,6,150,0,,300,300
Услуга,,Доход,Наличные,Обычная стрижка,24.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,24.06.2021,6,0,0,,4500,4500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,24.06.2021,6,500,0,,1000,1000
Товар,42gbcz1742768,Доход,Наличные,Продажа шампуня,24.06.2021,6,250,75,"0,15",500,425
Товар,,Доход,Наличные,Продажа геля,24.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Обычная стрижка,24.06.2021,6,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа геля,24.06.2021,6,150,0,,300,300
Товар,,Расход,Безнал,Закупка резинок,24.06.2021,6,250,,,500,500
Товар,,Расход,Безнал,Прочие расходы,24.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,24.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка старшего мастера,24.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,24.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,24.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,24.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,24.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,25.06.2021,6,0,0,,5500,5500
Услуга,42gbcz1501220,Доход,Наличные,Стрижка старшего мастера,25.06.2021,6,0,550,"0,1",5500,4950
Услуга,42gbcz3647017,Доход,Безнал,Стрижка и укладка,25.06.2021,6,0,450,"0,1",4500,4050
